time_decimal_year,AC,AI2027-SC,SAR-level-experiment-selection-skill,SIAR-level-experiment-selection-skill
2025.600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.683298,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.766597,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.849895,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.933193,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.016492,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.099790,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.183088,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.266387,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.349685,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.432983,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.516282,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.599580,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.682878,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026.766176,0.0100000000,0.0000000000,0.0000000000,0.0000000000
2026.849475,0.0200000000,0.0000000000,0.0100000000,0.0000000000
2026.932773,0.0200000000,0.0000000000,0.0100000000,0.0100000000
2027.016071,0.0300000000,0.0100000000,0.0100000000,0.0100000000
2027.099370,0.0400000000,0.0200000000,0.0200000000,0.0100000000
2027.182668,0.0500000000,0.0400000000,0.0400000000,0.0400000000
2027.265966,0.0500000000,0.0400000000,0.0500000000,0.0400000000
2027.349265,0.0600000000,0.0400000000,0.0600000000,0.0600000000
2027.432563,0.0800000000,0.0400000000,0.0600000000,0.0600000000
2027.515861,0.0900000000,0.0400000000,0.0700000000,0.0600000000
2027.599160,0.0900000000,0.0500000000,0.0700000000,0.0700000000
2027.682458,0.1100000000,0.0600000000,0.0800000000,0.0800000000
2027.765756,0.1300000000,0.0700000000,0.0900000000,0.0800000000
2027.849055,0.1600000000,0.0700000000,0.1000000000,0.0800000000
2027.932353,0.1600000000,0.0700000000,0.1100000000,0.0900000000
2028.015651,0.1700000000,0.0800000000,0.1100000000,0.1000000000
2028.098950,0.1800000000,0.1000000000,0.1200000000,0.1000000000
2028.182248,0.1900000000,0.1200000000,0.1300000000,0.1200000000
2028.265546,0.2000000000,0.1300000000,0.1500000000,0.1400000000
2028.348845,0.2300000000,0.1400000000,0.1600000000,0.1400000000
2028.432143,0.2300000000,0.1400000000,0.1600000000,0.1400000000
2028.515441,0.2500000000,0.1400000000,0.1700000000,0.1600000000
2028.598739,0.2500000000,0.1500000000,0.1700000000,0.1600000000
2028.682038,0.2600000000,0.1500000000,0.1700000000,0.1700000000
2028.765336,0.2900000000,0.1800000000,0.1800000000,0.1700000000
2028.848634,0.3100000000,0.1900000000,0.1900000000,0.1700000000
2028.931933,0.3200000000,0.2000000000,0.2200000000,0.1800000000
2029.015231,0.3300000000,0.2100000000,0.2300000000,0.2000000000
2029.098529,0.3300000000,0.2200000000,0.2500000000,0.2000000000
2029.181828,0.3400000000,0.2200000000,0.2700000000,0.2000000000
2029.265126,0.3500000000,0.2200000000,0.2700000000,0.2000000000
2029.348424,0.3600000000,0.2300000000,0.2700000000,0.2100000000
2029.431723,0.3800000000,0.2400000000,0.2900000000,0.2300000000
2029.515021,0.4100000000,0.2500000000,0.3200000000,0.2400000000
2029.598319,0.4200000000,0.2800000000,0.3300000000,0.2400000000
2029.681618,0.4300000000,0.2900000000,0.3400000000,0.2700000000
2029.764916,0.4400000000,0.3100000000,0.3600000000,0.2900000000
2029.848214,0.4400000000,0.3200000000,0.3600000000,0.3100000000
2029.931513,0.4600000000,0.3300000000,0.3900000000,0.3100000000
2030.014811,0.4700000000,0.3400000000,0.3900000000,0.3300000000
2030.098109,0.4900000000,0.3400000000,0.4000000000,0.3300000000
2030.181408,0.5000000000,0.3400000000,0.4100000000,0.3400000000
2030.264706,0.5000000000,0.3400000000,0.4200000000,0.3400000000
2030.348004,0.5200000000,0.3400000000,0.4300000000,0.3400000000
2030.431303,0.5400000000,0.3500000000,0.4300000000,0.3500000000
2030.514601,0.5400000000,0.3500000000,0.4300000000,0.3600000000
2030.597899,0.5400000000,0.3600000000,0.4400000000,0.3900000000
2030.681197,0.5400000000,0.3600000000,0.4400000000,0.3900000000
2030.764496,0.5400000000,0.3700000000,0.4500000000,0.4000000000
2030.847794,0.5400000000,0.3700000000,0.4500000000,0.4000000000
2030.931092,0.5500000000,0.3700000000,0.4500000000,0.4000000000
2031.014391,0.5600000000,0.3900000000,0.4500000000,0.4000000000
2031.097689,0.5700000000,0.3900000000,0.4700000000,0.4100000000
2031.180987,0.5800000000,0.4000000000,0.4800000000,0.4200000000
