time_decimal_year,AC,AI2027-SC,SAR-level-experiment-selection-skill,SIAR-level-experiment-selection-skill
2025.600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.683298,0.3183861018,0.2804533859,0.4133764511,0.4113895598
2025.766597,0.7008563313,0.5517301368,0.7640888632,0.7298110627
2025.849895,1.1179428830,0.8250786364,1.1027335265,1.0262666597
2025.933193,1.5561418052,1.0990133962,1.4334469665,1.3089255878
2026.016492,2.0067439332,1.3719166433,1.7570994845,1.5807887114
2026.099790,2.4634533920,1.6424093216,2.0737142454,1.8432701514
2026.183088,2.9214567444,1.9093542317,2.3830449946,2.0971264057
2026.266387,3.3769579647,2.1718195240,2.6847676045,2.3427963509
2026.349685,3.8269100465,2.4290433075,2.9785543034,2.5805512889
2026.432983,4.2688442525,2.6804046604,3.2641043922,2.8105696026
2026.516282,4.7007535153,2.9254005520,3.5411566870,3.0329770959
2026.599580,5.1210084132,3.1636274120,3.8094936495,3.2478701068
2026.682878,5.5282940103,3.3947662393,4.0689415584,3.4553293092
2026.766176,5.9215607514,3.6185704092,4.3193687688,3.6554281862
2026.849475,6.2999852264,3.8348555561,4.5606830742,3.8482383108
2026.932773,6.6629381123,4.0434910805,4.7928286957,4.0338326439
2027.016071,7.0099574966,4.2443929436,5.0157831718,4.2122875647
2027.099370,7.3407263409,4.4375174983,5.2295542974,4.3836840712
2027.182668,7.6550532049,4.6228561660,5.4341771859,4.5481084287
2027.265966,7.9528555913,4.8004308113,5.6297114931,4.7056524460
2027.349265,8.2341454342,4.9702897009,5.8162388182,4.8564134999
2027.432563,8.4990163696,5.1325039547,5.9938602857,5.0004943883
2027.515861,8.7476325095,5.2871644157,6.1626943049,5.1380030690
2027.599160,8.9802184984,5.4343788810,6.3228745002,5.2690523224
2027.682458,9.1970506777,5.5742696437,6.4745478036,5.3937593668
2027.765756,9.3984492137,5.7069713068,6.6178726995,5.5122454453
2027.849055,9.5847710744,5.8326288349,6.7530176128,5.6246353996
2027.932353,9.7564037552,5.9513958152,6.8801594298,5.7310572393
2028.015651,9.9137596721,6.0634329049,6.9994821438,5.8316417164
2028.098950,10.0572711527,6.1689064425,7.1111756160,5.9265219084
2028.182248,10.1873859629,6.2679872080,7.2154344431,6.0158328145
2028.265546,10.3045633182,6.3608493139,7.3124569253,6.0997109680
2028.348845,10.4092703322,6.4476692151,7.4024441265,6.1782940665
2028.432143,10.5019788623,6.5286248262,7.4855990194,6.2517206197
2028.515441,10.5831627149,6.6038947344,7.5621257109,6.3201296184
2028.598739,10.6532951796,6.6736575010,7.6322287410,6.3836602218
2028.682038,10.7128468595,6.7380910405,7.6961124496,6.4424514652
2028.765336,10.7622837750,6.7973720730,7.7539804066,6.4966419878
2028.848634,10.8020657135,6.8516756408,7.8060349006,6.5463697789
2028.931933,10.8326448044,6.9011746848,7.8524764815,6.5917719434
2029.015231,10.8544642992,6.9460396752,7.8935035535,6.6329844856
2029.098529,10.8679575369,6.9864382908,7.9293120138,6.6701421104
2029.181828,10.8735470794,7.0225351434,7.9600949344,6.7033780419
2029.265126,10.8716439993,7.0544915431,7.9860422832,6.7328238580
2029.348424,10.8626473066,7.0824653002,8.0073406813,6.7586093404
2029.431723,10.8469435008,7.1066105614,8.0241731937,6.7808623400
2029.515021,10.8249062355,7.1270776763,8.0367191510,6.7997086558
2029.598319,10.7968960849,7.1440130917,8.0451539991,6.8152719279
2029.681618,10.7632604005,7.1575592718,8.0496491746,6.8276735426
2029.764916,10.7243332492,7.1678546400,8.0503720046,6.8370325497
2029.848214,10.6804354234,7.1750335426,8.0474856274,6.8434655913
2029.931513,10.6318745150,7.1792262304,8.0411489337,6.8470868407
2030.014811,10.5789450446,7.1805588573,8.0315165252,6.8480079525
2030.098109,10.5219286411,7.1791534933,8.0187386902,6.8463380201
2030.181408,10.4610942628,7.1751281522,8.0029613934,6.8421835440
2030.264706,10.3966984551,7.1685968297,7.9843262799,6.8356484069
2030.348004,10.3289856398,7.1596695531,7.9629706908,6.8268338571
2030.431303,10.2581884307,7.1484524398,7.9390276897,6.8158384986
2030.514601,10.1845279698,7.1350477641,7.9126260992,6.8027582879
2030.597899,10.1082142820,7.1195540311,7.8838905459,6.7876865368
2030.681197,10.0294466430,7.1020660568,7.8529415133,6.7707139211
2030.764496,9.9484139575,7.0826750525,7.8198954014,6.7519284938
2030.847794,9.8652951450,7.0614687151,7.7848645920,6.7314157038
2030.931092,9.7802595292,7.0385313194,7.7479575197,6.7092584180
2031.014391,9.6934672302,7.0139438144,7.7092787473,6.6855369483
2031.097689,9.6050695561,6.9877839210,7.6689290443,6.6603290812
2031.180987,9.5152093923,6.9601262320,7.6270054697,6.6337101115
2031.264286,9.4240215869,6.9310423128,7.5836014566,6.6057528780
2031.347584,9.3316333308,6.9006008027,7.5388068994,6.5765278027
2031.430882,9.2381645304,6.8688675166,7.4927082425,6.5461029312
2031.514181,9.1437281732,6.8359055465,7.4453885703,6.5145439763
2031.597479,9.0484306837,6.8017753622,7.3969276980,6.4819143623
2031.680777,8.9523722701,6.7665349108,7.3474022630,6.4482752715
2031.764076,8.8556472597,6.7302397160,7.2968858166,6.4136856915
2031.847374,8.7583444246,6.6929429751,7.2454489150,6.3782024643
2031.930672,8.6605472947,6.6546956545,7.1931592111,6.3418803351
2032.013971,8.5623344594,6.6155465833,7.1400815443,6.3047720031
2032.097269,8.4637798576,6.5755425454,7.0862780303,6.2669281718
2032.180567,8.3649530552,6.5347283685,7.0318081503,6.2283976004
2032.263866,8.2659195100,6.4931470114,6.9767288379,6.1892271548
2032.347164,8.1667408251,6.4508396490,6.9210945654,6.1494618589
2032.430462,8.0674749899,6.4078457541,6.8649574291,6.1091449464
2032.513761,7.9681766083,6.3642031776,6.8083672319,6.0683179117
2032.597059,7.8688971165,6.3199482249,6.7513715651,6.0270205604
2032.680357,7.7696849876,6.2751157309,6.6940158882,5.9852910606
2032.763655,7.6705859257,6.2297391312,6.6363436074,5.9431659925
2032.846954,7.5716430485,6.1838505314,6.5783961510,5.9006803981
2032.930252,7.4728970593,6.1374807734,6.5202130444,5.8578678301
2033.013550,7.3743864082,6.0906594985,6.4618319824,5.8147604006
2033.096849,7.2761474434,6.0434152092,6.4032888992,5.7713888280
2033.180147,7.1782145524,5.9957753266,6.3446180374,5.7277824844
2033.263445,7.0806202943,5.9477662466,6.2858520143,5.6839694414
2033.346744,6.9833955224,5.8994133927,6.2270218862,5.6399765151
2033.430042,6.8865694988,5.8507412670,6.1681572114,5.5958293107
2033.513340,6.7901700001,5.8017734976,6.1092861104,5.5515522654
2033.596639,6.6942234161,5.7525328851,6.0504353244,5.5071686910
2033.679937,6.5987548400,5.7030414450,5.9916302726,5.4627008153
2033.763235,6.5037881524,5.6533204497,5.9328951064,5.4181698226
2033.846534,6.4093460982,5.6033904665,5.8742527624,5.3735958927
2033.929832,6.3154503572,5.5532713947,5.8157250136,5.3289982398
2034.013130,6.2221216086,5.5029824998,5.7573325187,5.2843951497
2034.096429,6.1293795908,5.4525424464,5.6990948691,5.2398040159
2034.179727,6.0372431547,5.4019693287,5.6410306351,5.1952413753
2034.263025,5.9457303128,5.3512806987,5.5831574097,5.1507229425
2034.346324,5.8548582841,5.3004935940,5.5254918507,5.1062636427
2034.429622,5.7646435339,5.2496245621,5.4680497217,5.0618776445
2034.512920,5.6751018103,5.1986896845,5.4108459310,5.0175783909
2034.596218,5.5862481772,5.1477045986,5.3538945693,4.9733786294
2034.679517,5.4980970431,5.0966845178,5.2972089458,4.9292904420
2034.762815,5.4106621881,5.0456442509,5.2408016224,4.8853252726
2034.846113,5.3239567869,4.9945982194,5.1846844476,4.8414939553
2034.929412,5.2379934300,4.9435604741,5.1288685877,4.7978067400
2035.012710,5.1527841422,4.8925447102,5.0733645577,4.7542733187
2035.096008,5.0683403994,4.8415642811,5.0181822503,4.7109028495
2035.179307,4.9846731427,4.7906322112,4.9633309641,4.6677039805
2035.262605,4.9017927921,4.7397612083,4.9088194303,4.6246848728
2035.345903,4.8197092571,4.6889636734,4.8546558381,4.5818532224
2035.429202,4.7384319475,4.6382517117,4.8008478599,4.5392162813
2035.512500,4.6579697820,4.5876371410,4.7474026740,4.4967808778
2035.595798,4.5783311959,4.5371315002,4.6943269876,4.4545534363
2035.679097,4.4995241484,4.4867460568,4.6416270580,4.4125399957
2035.762395,4.4215561289,4.4364918136,4.5893087130,4.3707462277
2035.845693,4.3444341624,4.3863795154,4.5373773708,4.3291774542
2035.928992,4.2681648145,4.3364196536,4.4858380584,4.2878386634
2036.012290,4.1927541965,4.2866224724,4.4346954297,4.2467345263
2036.095588,4.1182079693,4.2369979724,4.3839537821,4.2058694113
2036.178887,4.0445313480,4.1875559151,4.3336170734,4.1652473992
2036.262185,3.9717291051,4.1383058264,4.2836889368,4.1248722973
2036.345483,3.8998055752,4.0892569998,4.2341726959,4.0847476521
2036.428782,3.8287646581,4.0404184997,4.1850713789,4.0448767625
2036.512080,3.7586098229,3.9917991631,4.1363877319,4.0052626919
2036.595378,3.6893441119,3.9434076028,4.0881242320,3.9659082800
2036.678676,3.6209701446,3.8952522090,4.0402830990,3.9268161535
2036.761975,3.5534901218,3.8473411510,3.9928663079,3.8879887369
2036.845273,3.4869058298,3.7996823790,3.9458755993,3.8494282627
2036.928571,3.4212186451,3.7522836257,3.8993124904,3.8111367809
2037.011870,3.3564295389,3.7051524070,3.8531782850,3.7731161683
2037.095168,3.2925390823,3.6582960240,3.8074740829,3.7353681370
2037.178466,3.2295474515,3.6117215631,3.7622007898,3.6978942427
2037.261765,3.1674544332,3.5654358979,3.7173591252,3.6606958930
2037.345063,3.1062594303,3.5194456895,3.6729496311,3.6237743546
2037.428361,3.0459614682,3.4737573874,3.6289726803,3.5871307604
2037.511660,2.9865592008,3.4283772308,3.5854284833,3.5507661165
2037.594958,2.9280509173,3.3833112487,3.5423170960,3.5146813083
2037.678256,2.8704345491,3.3385652613,3.4996384265,3.4788771072
2037.761555,2.8137076767,3.2941448806,3.4573922414,3.4433541757
2037.844853,2.7578675370,3.2500555110,3.4155781724,3.4081130735
2037.928151,2.7029110313,3.2063023505,3.3741957221,3.3731542625
2038.011450,2.6488347329,3.1628903914,3.3332442698,3.3384781114
2038.094748,2.5956348950,3.1198244214,3.2927230765,3.3040849011
2038.178046,2.5433074594,3.0771090243,3.2526312907,3.2699748285
2038.261345,2.4918480643,3.0347485812,3.2129679528,3.2361480110
2038.344643,2.4412520537,2.9927472718,3.1737320001,3.2026044905
2038.427941,2.3915144855,2.9511090753,3.1349222713,3.1693442370
2038.511239,2.3426301409,2.9098377717,3.0965375104,3.1363671522
2038.594538,2.2945935332,2.8689369432,3.0585763715,3.1036730730
2038.677836,2.2473989172,2.8284099757,3.0210374219,3.0712617745
2038.761134,2.2010402981,2.7882600602,2.9839191463,3.0391329731
2038.844433,2.1555114412,2.7484901942,2.9472199505,3.0072863294
2038.927731,2.1108058809,2.7091031837,2.9109381642,2.9757214505
2039.011029,2.0669169307,2.6701016447,2.8750720451,2.9444378931
2039.094328,2.0238376920,2.6314880049,2.8396197811,2.9134351656
2039.177626,1.9815610642,2.5932645063,2.8045794940,2.8827127300
2039.260924,1.9400797536,2.5554332063,2.7699492422,2.8522700049
2039.344223,1.8993862832,2.5179959804,2.7357270229,2.8221063665
2039.427521,1.8594730020,2.4809545241,2.7019107756,2.7922211514
2039.510819,1.8203320942,2.4443103554,2.6684983838,2.7626136574
2039.594118,1.7819555889,2.4080648166,2.6354876779,2.7332831464
2039.677416,1.7443353689,2.3722190776,2.6028764374,2.7042288448
2039.760714,1.7074631799,2.3367741374,2.5706623930,2.6754499458
2039.844013,1.6713306396,2.3017308274,2.5388432287,2.6469456104
2039.927311,1.6359292467,2.2670898135,2.5074165840,2.6187149691
2040.010609,1.6012503894,2.2328515993,2.4763800557,2.5907571226
2040.093908,1.5672853543,2.1990165283,2.4457312002,2.5630711436
2040.177206,1.5340253347,2.1655847873,2.4154675345,2.5356560775
2040.260504,1.5014614392,2.1325564088,2.3855865387,2.5085109438
2040.343803,1.4695846995,2.0999312741,2.3560856573,2.4816347366
2040.427101,1.4383860790,2.0677091164,2.3269623011,2.4550264261
2040.510399,1.4078564799,2.0358895238,2.2982138484,2.4286849593
2040.593697,1.3779867515,2.0044719420,2.2698376466,2.4026092607
2040.676996,1.3487676974,1.9734556781,2.2418310141,2.3767982333
2040.760294,1.3201900829,1.9428399030,2.2141912409,2.3512507591
2040.843592,1.2922446418,1.9126236553,2.1869155906,2.3259657003
2040.926891,1.2649220837,1.8828058438,2.1600013016,2.3009418995
2041.010189,1.2382131005,1.8533852515,2.1334455881,2.2761781806
2041.093487,1.2121083730,1.8243605383,2.1072456416,2.2516733495
2041.176786,1.1865985768,1.7957302443,2.0813986319,2.2274261943
2041.260084,1.1616743890,1.7674927935,2.0559017083,2.2034354865
2041.343382,1.1373264936,1.7396464967,2.0307520010,2.1796999810
2041.426681,1.1135455874,1.7121895553,2.0059466216,2.1562184167
2041.509979,1.0903223853,1.6851200639,1.9814826646,2.1329895173
2041.593277,1.0676476256,1.6584360144,1.9573572085,2.1100119916
2041.676576,1.0455120752,1.6321352987,1.9335673163,2.0872845337
2041.759874,1.0239065343,1.6062157127,1.9101100369,2.0648058238
2041.843172,1.0028218409,1.5806749588,1.8869824058,2.0425745286
2041.926471,0.9822488756,1.5555106500,1.8641814463,2.0205893015
2042.009769,0.9621785655,1.5307203127,1.8417041701,1.9988487830
2042.093067,0.9426018884,1.5063013901,1.8195475781,1.9773516015
2042.176366,0.9235098767,1.4822512456,1.7977086617,1.9560963730
2042.259664,0.9048936207,1.4585671658,1.7761844031,1.9350817020
2042.342962,0.8867442727,1.4352463640,1.7549717765,1.9143061815
2042.426261,0.8690530496,1.4122859833,1.7340677486,1.8937683938
2042.509559,0.8518112365,1.3896830997,1.7134692796,1.8734669101
2042.592857,0.8350101894,1.3674347251,1.6931733237,1.8534002917
2042.676155,0.8186413381,1.3455378108,1.6731768301,1.8335670894
2042.759454,0.8026961885,1.3239892503,1.6534767435,1.8139658446
2042.842752,0.7871663253,1.3027858825,1.6340700050,1.7945950892
2042.926050,0.7720434142,1.2819244943,1.6149535527,1.7754533458
2043.009349,0.7573192041,1.2614018243,1.5961243221,1.7565391283
2043.092647,0.7429855286,1.2412145650,1.5775792473,1.7378509421
2043.175945,0.7290343085,1.2213593659,1.5593152613,1.7193872840
2043.259244,0.7154575528,1.2018328365,1.5413292965,1.7011466431
2043.342542,0.7022473609,1.1826315492,1.5236182857,1.6831275005
2043.425840,0.6893959233,1.1637520415,1.5061791626,1.6653283302
2043.509139,0.6768955234,1.1451908192,1.4890088620,1.6477475985
2043.592437,0.6647385383,1.1269443587,1.4721043211,1.6303837651
2043.675735,0.6529174402,1.1090091099,1.4554624794,1.6132352828
2043.759034,0.6414247968,1.0913814987,1.4390802797,1.5963005980
2043.842332,0.6302532726,1.0740579290,1.4229546684,1.5795781510
2043.925630,0.6193956294,1.0570347860,1.4070825963,1.5630663760
2044.008929,0.6088447267,1.0403084378,1.3914610189,1.5467637015
2044.092227,0.5985935224,1.0238752382,1.3760868970,1.5306685507
2044.175525,0.5886350733,1.0077315286,1.3609571972,1.5147793414
2044.258824,0.5789625351,0.9918736407,1.3460688927,1.4990944863
2044.342122,0.5695691630,0.9762978983,1.3314189632,1.4836123937
2044.425420,0.5604483115,0.9610006195,1.3170043961,1.4683314671
2044.508718,0.5515934347,0.9459781188,1.3028221863,1.4532501058
2044.592017,0.5429980862,0.9312267090,1.2888693373,1.4383667049
2044.675315,0.5346559190,0.9167427033,1.2751428612,1.4236796558
2044.758613,0.5265606855,0.9025224171,1.2616397793,1.4091873464
2044.841912,0.5187062371,0.8885621697,1.2483571228,1.3948881608
2044.925210,0.5110865240,0.8748582863,1.2352919330,1.3807804805
2045.008508,0.5036955952,0.8614070997,1.2224412615,1.3668626834
2045.091807,0.4965275975,0.8482049517,1.2098021713,1.3531331453
2045.175105,0.4895767756,0.8352481950,1.1973717366,1.3395902390
2045.258403,0.4828374714,0.8225331946,1.1851470436,1.3262323353
