time_decimal_year,AI2027-SC,AIR-5x,AIR-25x,AIR-250x,AIR-2000x,AIR-10000x,SAR-level-experiment-selection-skill,SIAR-level-experiment-selection-skill,STRAT-AI,TED-AI,ASI
0.000000,0.0000000000,0.2478991597,0.0042016807,0.0000000000,0.0000000000,0.0000000000,0.0588235294,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.083323,0.0840336134,0.3361344538,0.0714285714,0.0378151261,0.0294117647,0.0294117647,0.1176470588,0.0504201681,0.0504201681,0.0462184874,0.0336134454
0.166646,0.1554621849,0.4033613445,0.1176470588,0.0798319328,0.0588235294,0.0504201681,0.1764705882,0.0672268908,0.0672268908,0.0672268908,0.0546218487
0.249969,0.2226890756,0.4453781513,0.1638655462,0.1008403361,0.0756302521,0.0630252101,0.2100840336,0.0882352941,0.0882352941,0.0798319328,0.0672268908
0.333292,0.2689075630,0.4663865546,0.2142857143,0.1260504202,0.0966386555,0.0882352941,0.2521008403,0.1176470588,0.1176470588,0.1092436975,0.0798319328
0.416615,0.3025210084,0.5210084034,0.2310924370,0.1470588235,0.1176470588,0.1050420168,0.2941176471,0.1386554622,0.1386554622,0.1260504202,0.1134453782
0.499938,0.3319327731,0.5504201681,0.2478991597,0.1596638655,0.1260504202,0.1134453782,0.3193277311,0.1512605042,0.1512605042,0.1344537815,0.1218487395
0.583261,0.3781512605,0.5588235294,0.2689075630,0.1848739496,0.1596638655,0.1344537815,0.3445378151,0.1680672269,0.1680672269,0.1470588235,0.1428571429
0.666584,0.4075630252,0.5756302521,0.3109243697,0.1890756303,0.1638655462,0.1470588235,0.3655462185,0.1890756303,0.1890756303,0.1722689076,0.1596638655
0.749907,0.4201680672,0.5798319328,0.3277310924,0.2100840336,0.1722689076,0.1554621849,0.3907563025,0.2016806723,0.2016806723,0.1974789916,0.1638655462
0.833230,0.4537815126,0.6008403361,0.3361344538,0.2268907563,0.1806722689,0.1596638655,0.4201680672,0.2226890756,0.2226890756,0.2100840336,0.1722689076
0.916553,0.4747899160,0.6134453782,0.3571428571,0.2436974790,0.1932773109,0.1680672269,0.4411764706,0.2436974790,0.2436974790,0.2184873950,0.1932773109
0.999875,0.5000000000,0.6260504202,0.3781512605,0.2605042017,0.2016806723,0.1806722689,0.4537815126,0.2647058824,0.2647058824,0.2352941176,0.1974789916
1.083198,0.5168067227,0.6512605042,0.3949579832,0.2647058824,0.2058823529,0.1890756303,0.4621848739,0.2857142857,0.2857142857,0.2394957983,0.1974789916
1.166521,0.5378151261,0.6680672269,0.4033613445,0.2647058824,0.2100840336,0.1932773109,0.4957983193,0.2899159664,0.2899159664,0.2436974790,0.2058823529
1.249844,0.5504201681,0.6806722689,0.4159663866,0.2647058824,0.2142857143,0.1932773109,0.5168067227,0.2941176471,0.2941176471,0.2605042017,0.2142857143
