time_decimal_year,AC,AI2027-SC,SAR-level-experiment-selection-skill,SIAR-level-experiment-selection-skill
2025.600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025.683323,0.1245540561,0.0846608168,0.1330665805,0.1053282342
2025.766646,0.1889991647,0.0926937085,0.1220707585,0.1070060252
2025.849970,0.2405469911,0.0998997782,0.1241691035,0.0998375046
2025.933293,0.2946722403,0.1155373951,0.1461385511,0.1035355577
2026.016616,0.3720711361,0.1569155854,0.1983986760,0.1338354343
2026.099939,0.5094665471,0.2409469693,0.2983771053,0.2055496290
2026.183262,0.7376206033,0.3800712128,0.4604802005,0.3293954395
2026.266585,1.0780687085,0.5809906062,0.6922064403,0.5102610567
2026.349909,1.5457376513,0.8460341015,0.9955710208,0.7487856868
2026.433232,2.1473839170,1.1755241765,1.3703860322,1.0442242076
2026.516555,2.8807030144,1.5696770823,1.8168088297,1.3963512832
2026.599878,3.7376943407,2.0293995014,2.3359162971,1.8056213715
2026.683201,4.7094204735,2.5560541413,2.9285478526,2.2720849019
2026.766524,5.7879904827,3.1505553700,3.5935250611,2.7940125780
2026.849848,6.9645213945,3.8121406979,4.3262832728,3.3669727893
2026.933171,8.2248934433,4.5371042909,5.1183628169,3.9836571040
2027.016494,9.5462995985,5.3177981073,5.9576821135,4.6343669397
2027.099817,10.8968555121,6.1422333152,6.8293056656,5.3078814058
2027.183140,12.2386996435,6.9945230447,7.7164496517,5.9924055637
2027.266463,13.5332079336,7.8561694485,8.6015640415,6.6763789559
2027.349787,14.7461311250,8.7079148240,9.4673936791,7.3490370714
2027.433110,15.8509076827,9.5316933275,10.2979449204,8.0007183090
2027.516433,16.8296101783,10.3122203585,11.0792970052,8.6229750841
2027.599756,17.6721170250,11.0379205350,11.8002142422,9.2085759008
2027.683079,18.3745845154,11.7011288092,12.4525336246,9.7514810235
2027.766402,18.9380775973,12.2977004300,13.0313162721,10.2468481876
2027.849726,19.3676567425,12.8262727452,13.5347609079,10.6910886465
2027.933049,19.6717396267,13.2874282543,13.9638900413,11.0819591948
2028.016372,19.8613947847,13.6829453591,14.3220393534,11.4186514289
2028.099695,19.9493591666,14.0152346424,14.6142056896,11.7018302596
2028.183018,19.9488278805,14.2869796590,14.8463308924,11.9335800223
2028.266341,19.8722609581,14.5009504139,15.0246085441,12.1172350643
2028.349665,19.7304963552,14.6599371862,15.1548938673,12.2570965561
2028.432988,19.5323615603,14.7667544327,15.2422750721,12.3580618512
2028.516311,19.2848110652,14.8242780793,15.2908337467,12.4252112446
2028.599634,18.9934642740,14.8354948649,15.3035906020,12.4634057690
2028.682957,18.6633302922,14.8035535118,15.2826078282,12.4769475858
2028.766280,18.2994958183,14.7318123885,15.2292041877,12.4693429406
2028.849604,17.9076037353,14.6238781343,15.1442340605,12.4431897005
2028.932927,17.4940330913,14.4836272186,15.0283848534,12.4001912181
2029.016250,17.0657765932,14.3152005435,14.8824552579,12.3412796373
2029.099573,16.6300787709,14.1229620053,14.7075867772,12.2668178613
2029.182896,16.1939367677,13.9114160224,14.5054306386,12.1768420300
2029.266220,15.7635758226,13.6850856667,14.2782406831,12.0713058242
2029.349543,15.3439985983,13.4483605637,14.0288899764,11.9502932968
2029.432866,14.9386799618,13.2053302484,13.7608150179,11.8141764297
2029.516189,14.5494450530,12.9596225944,13.4778968578,11.6637050505
2029.599512,14.1765353119,12.7142674100,13.1842931844,11.5000280067
2029.682835,13.8188392118,12.4716022763,12.8842392402,11.3246539141
2029.766159,13.4742443289,12.2332319070,12.5818377663,11.1393663110
2029.849482,13.1400560235,12.0000449239,12.2808586002,10.9461112922
2029.932805,12.8134252418,11.7722843327,11.9845668218,10.7468758657
2030.016128,12.4917328471,11.5496614222,11.6955945591,10.5435730072
2030.099451,12.1728889409,11.3314982114,11.4158662136,10.3379455376
2030.182774,11.8555208983,11.1168814500,11.1465806851,10.1314963925
2030.266098,11.5390410484,10.9048115767,10.8882480216,9.9254483783
2030.349421,11.2236017083,10.6943325950,10.6407725992,9.7207326594
2030.432744,10.9099594332,10.4846329186,10.4035710451,9.5180023441
2030.516067,10.5992801278,10.2751120663,10.1757109736,9.3176657253
2030.599390,10.2929210317,10.0654128767,9.9560562524,9.1199329221
2030.682713,9.9922243566,9.8554229819,9.7434057204,8.9248696839
2030.766037,9.6983511525,9.6452521709,9.5366146611,8.7324527229
2030.849360,9.4121741975,9.4351937637,9.3346914230,8.5426219092
2030.932683,9.1342371601,9.2256782277,9.1368649086,8.3553257928
2031.016006,8.8647759499,9.0172262416,8.9426218294,8.1705580662
2031.099329,8.6037888141,8.8104066043,8.7517153537,7.9883836419
2031.182652,8.3511356364,8.6058022224,8.5641488760,7.8089539517
2031.265976,8.1066446684,8.4039852942,8.3801400448,7.6325118430
2031.349299,7.8702064742,8.2055010470,8.2000709068,7.4593870558
2031.432622,7.6418394832,8.0108581886,8.0244301465,7.2899837189
2031.515945,7.4217181091,7.8205236629,7.8537530254,7.1247616083
2031.599268,7.2101615747,7.6349193107,7.6885638899,6.9642130784
2031.682591,7.0075881898,7.4544185012,7.5293251489,6.8088376199
2031.765915,6.8144448778,7.2793415359,7.3763955391,6.6591159182
2031.849238,6.6311246888,7.1099494483,7.2299994058,6.5154851091
2031.932561,6.4578857010,6.9464365725,7.0902077003,6.3783166712
2032.015884,6.2947833296,6.7889228062,6.9569305061,6.2478980733
2032.099207,6.1416251028,6.6374467936,6.8299201794,6.1244189491
2032.182530,5.9979530798,6.4919612869,6.7087836561,6.0079622152
2032.265854,5.8630549455,6.3523317484,6.5930021300,5.8985002178
2032.349177,5.7360010210,6.2183388933,6.4819561395,5.7958956999
