time_decimal_year,AI2027-SC,AIR-5x,AIR-25x,AIR-250x,AIR-2000x,AIR-10000x,SAR-level-experiment-selection-skill,SIAR-level-experiment-selection-skill,STRAT-AI,TED-AI,ASI
0.000000,0.0000000000,0.3534946237,0.0443548387,0.0067204301,0.0013440860,0.0000000000,0.1115591398,0.0013440860,0.0013440860,0.0000000000,0.0000000000
0.083323,0.1075268817,0.4516129032,0.1545698925,0.0604838710,0.0470430108,0.0349462366,0.2231182796,0.0510752688,0.0510752688,0.0403225806,0.0282258065
0.166645,0.2177419355,0.5255376344,0.2298387097,0.1330645161,0.0967741935,0.0712365591,0.3010752688,0.1155913978,0.1155913978,0.1088709677,0.0698924731
0.249968,0.2970430108,0.5739247312,0.2849462366,0.1693548387,0.1223118280,0.1115591398,0.3575268817,0.1586021505,0.1586021505,0.1411290323,0.1182795699
0.333291,0.3669354839,0.6169354839,0.3131720430,0.1948924731,0.1438172043,0.1182795699,0.4112903226,0.1922043011,0.1922043011,0.1666666667,0.1357526882
0.416613,0.4126344086,0.6626344086,0.3561827957,0.2204301075,0.1626344086,0.1384408602,0.4475806452,0.2244623656,0.2244623656,0.1908602151,0.1572580645
0.499936,0.4717741935,0.7029569892,0.3965053763,0.2365591398,0.1827956989,0.1518817204,0.4825268817,0.2553763441,0.2553763441,0.2150537634,0.1733870968
0.583259,0.5067204301,0.7231182796,0.4314516129,0.2661290323,0.1975806452,0.1559139785,0.5268817204,0.2795698925,0.2795698925,0.2365591398,0.1881720430
0.666581,0.5430107527,0.7392473118,0.4596774194,0.2876344086,0.2163978495,0.1733870968,0.5456989247,0.2997311828,0.2997311828,0.2553763441,0.2043010753
0.749904,0.5819892473,0.7607526882,0.4865591398,0.3037634409,0.2284946237,0.1854838710,0.5631720430,0.3212365591,0.3212365591,0.2836021505,0.2177419355
0.833226,0.6102150538,0.7674731183,0.5134408602,0.3212365591,0.2379032258,0.1935483871,0.5766129032,0.3400537634,0.3400537634,0.2997311828,0.2298387097
0.916549,0.6330645161,0.7782258065,0.5309139785,0.3346774194,0.2459677419,0.2043010753,0.5967741935,0.3588709677,0.3588709677,0.3131720430,0.2473118280
0.999872,0.6545698925,0.7903225806,0.5470430108,0.3521505376,0.2620967742,0.2137096774,0.6209677419,0.3750000000,0.3750000000,0.3306451613,0.2620967742
1.083194,0.6747311828,0.7970430108,0.5564516129,0.3682795699,0.2715053763,0.2231182796,0.6424731183,0.3884408602,0.3884408602,0.3427419355,0.2795698925
1.166517,0.6868279570,0.8064516129,0.5712365591,0.3776881720,0.2755376344,0.2311827957,0.6518817204,0.3991935484,0.3991935484,0.3494623656,0.2930107527
